time	V(n007)
1.379394531249988e-003	3.626233e+000
1.389160156249988e-003	3.610550e+000
1.394042968749987e-003	3.602210e+000
1.398925781249987e-003	3.593560e+000
1.403808593749987e-003	3.584619e+000
1.408691406249987e-003	3.575406e+000
1.413574218749987e-003	3.565941e+000
1.418457031249987e-003	3.556243e+000
1.423339843749987e-003	3.546333e+000
1.428222656249987e-003	3.536232e+000
1.433105468749987e-003	3.525962e+000
1.437988281249987e-003	3.515543e+000
1.442871093749986e-003	3.504997e+000
1.447753906249986e-003	3.494347e+000
1.452636718749986e-003	3.483613e+000
1.457519531249986e-003	3.472819e+000
1.462402343749986e-003	3.461987e+000
1.467285156249986e-003	3.451139e+000
1.472167968749986e-003	3.440299e+000
1.477050781249986e-003	3.429488e+000
1.481933593749986e-003	3.418732e+000
1.486816406249985e-003	3.408053e+000
1.491699218749985e-003	3.397474e+000
1.496582031249985e-003	3.387018e+000
1.501464843749985e-003	3.376709e+000
1.506347656249985e-003	3.366567e+000
1.511230468749985e-003	3.356616e+000
1.516113281249985e-003	3.346875e+000
1.520996093749985e-003	3.337367e+000
1.525878906249985e-003	3.328110e+000
1.530761718749985e-003	3.319126e+000
1.535644531249984e-003	3.310432e+000
1.540527343749984e-003	3.302047e+000
1.550292968749984e-003	3.286275e+000
1.560058593749984e-003	3.271943e+000
1.569824218749984e-003	3.259171e+000
1.579589843749984e-003	3.248069e+000
1.589355468749983e-003	3.238729e+000
1.604003906249983e-003	3.228192e+000
1.618652343749983e-003	3.221994e+000
1.633300781249982e-003	3.220254e+000
1.647949218749982e-003	3.223005e+000
1.662597656249982e-003	3.230193e+000
1.677246093749981e-003	3.241682e+000
1.687011718749981e-003	3.251626e+000
1.696777343749981e-003	3.263301e+000
1.706542968749981e-003	3.276609e+000
1.716308593749981e-003	3.291437e+000
1.726074218749980e-003	3.307658e+000
1.730957031249980e-003	3.316248e+000
1.735839843749980e-003	3.325135e+000
1.740722656249980e-003	3.334299e+000
1.745605468749980e-003	3.343720e+000
1.750488281249980e-003	3.353379e+000
1.755371093749980e-003	3.363256e+000
1.760253906249980e-003	3.373329e+000
1.765136718749980e-003	3.383577e+000
1.770019531249980e-003	3.393980e+000
1.774902343749980e-003	3.404514e+000
1.779785156249979e-003	3.415158e+000
1.784667968749979e-003	3.425891e+000
1.789550781249979e-003	3.436689e+000
1.794433593749979e-003	3.447532e+000
1.799316406249979e-003	3.458395e+000
1.804199218749979e-003	3.469258e+000
1.809082031249979e-003	3.480096e+000
1.813964843749979e-003	3.490887e+000
1.818847656249979e-003	3.501608e+000
1.823730468749979e-003	3.512235e+000
1.828613281249978e-003	3.522745e+000
1.833496093749978e-003	3.533116e+000
1.838378906249978e-003	3.543324e+000
1.843261718749978e-003	3.553349e+000
1.848144531249978e-003	3.563169e+000
1.853027343749978e-003	3.572762e+000
1.857910156249978e-003	3.582108e+000
1.862792968749978e-003	3.591187e+000
1.867675781249978e-003	3.599981e+000
1.872558593749977e-003	3.608470e+000
1.877441406249977e-003	3.616638e+000
1.887207031249977e-003	3.631937e+000
1.896972656249977e-003	3.645751e+000
1.906738281249977e-003	3.657962e+000
1.916503906249977e-003	3.668468e+000
1.926269531249976e-003	3.677181e+000
1.940917968749976e-003	3.686731e+000
1.955566406249976e-003	3.691905e+000
1.970214843749975e-003	3.692605e+000
1.984863281249975e-003	3.688820e+000
1.999511718749975e-003	3.680622e+000
2.009277343749975e-003	3.672779e+000
2.019042968749974e-003	3.663111e+000
2.028808593749974e-003	3.651699e+000
2.038574218749974e-003	3.638641e+000
2.048339843749974e-003	3.624047e+000
2.053222656249974e-003	3.616212e+000
2.058105468749974e-003	3.608042e+000
2.062988281249973e-003	3.599552e+000
2.067871093749973e-003	3.590761e+000
2.072753906249973e-003	3.581689e+000
2.077636718749973e-003	3.572353e+000
2.082519531249973e-003	3.562774e+000
2.087402343749973e-003	3.552972e+000
2.092285156249973e-003	3.542968e+000
2.097167968749973e-003	3.532783e+000
2.102050781249973e-003	3.522438e+000
2.106933593749972e-003	3.511955e+000
2.111816406249972e-003	3.501355e+000
2.116699218749972e-003	3.490661e+000
2.121582031249972e-003	3.479894e+000
2.126464843749972e-003	3.469077e+000
2.131347656249972e-003	3.458233e+000
2.136230468749972e-003	3.447383e+000
2.141113281249972e-003	3.436552e+000
2.145996093749972e-003	3.425762e+000
2.150878906249972e-003	3.415036e+000
2.155761718749971e-003	3.404398e+000
2.160644531249971e-003	3.393872e+000
2.165527343749971e-003	3.383479e+000
2.170410156249971e-003	3.373243e+000
2.175292968749971e-003	3.363185e+000
2.180175781249971e-003	3.353327e+000
2.185058593749971e-003	3.343689e+000
2.189941406249971e-003	3.334294e+000
2.194824218749971e-003	3.325160e+000
2.199707031249971e-003	3.316306e+000
2.204589843749970e-003	3.307751e+000
2.214355468749970e-003	3.291612e+000
2.224121093749970e-003	3.276879e+000
2.233886718749970e-003	3.263675e+000
2.243652343749970e-003	3.252113e+000
2.253417968749969e-003	3.242290e+000
2.268066406249969e-003	3.230993e+000
2.282714843749969e-003	3.224006e+000
2.297363281249968e-003	3.221462e+000
2.312011718749968e-003	3.223409e+000
2.326660156249968e-003	3.229809e+000
2.341308593749967e-003	3.240540e+000
2.351074218749967e-003	3.250003e+000
2.360839843749967e-003	3.261221e+000
2.370605468749967e-003	3.274099e+000
2.380371093749967e-003	3.288529e+000
2.390136718749966e-003	3.304387e+000
2.395019531249966e-003	3.312809e+000
2.399902343749966e-003	3.321538e+000
2.404785156249966e-003	3.330554e+000
2.409667968749966e-003	3.339839e+000
2.414550781249966e-003	3.349371e+000
2.419433593749966e-003	3.359132e+000
2.424316406249966e-003	3.369101e+000
2.429199218749966e-003	3.379256e+000
2.434082031249966e-003	3.389577e+000
2.438964843749965e-003	3.400041e+000
2.443847656249965e-003	3.410627e+000
2.448730468749965e-003	3.421314e+000
2.453613281249965e-003	3.432078e+000
2.458496093749965e-003	3.442898e+000
2.463378906249965e-003	3.453751e+000
2.468261718749965e-003	3.464615e+000
2.473144531249965e-003	3.475467e+000
2.478027343749965e-003	3.486284e+000
2.482910156249964e-003	3.497044e+000
2.487792968749964e-003	3.507721e+000
2.492675781249964e-003	3.518295e+000
2.497558593749964e-003	3.528741e+000
2.502441406249964e-003	3.539037e+000
2.507324218749964e-003	3.549160e+000
2.512207031249964e-003	3.559089e+000
2.517089843749964e-003	3.568803e+000
2.521972656249964e-003	3.578281e+000
2.526855468749964e-003	3.587503e+000
2.531738281249963e-003	3.596450e+000
2.536621093749963e-003	3.605102e+000
2.541503906249963e-003	3.613441e+000
2.551269531249963e-003	3.629111e+000
2.561035156249963e-003	3.643328e+000
2.570800781249963e-003	3.655973e+000
2.580566406249962e-003	3.666939e+000
2.590332031249962e-003	3.676134e+000
2.604980468749962e-003	3.686440e+000
2.619628906249962e-003	3.692394e+000
2.634277343749961e-003	3.693887e+000
2.648925781249961e-003	3.690890e+000
2.663574218749961e-003	3.683461e+000
2.673339843749960e-003	3.676114e+000
2.683105468749960e-003	3.666921e+000
2.692871093749960e-003	3.655961e+000
2.702636718749960e-003	3.643327e+000
2.712402343749960e-003	3.629128e+000
2.722167968749959e-003	3.613482e+000
2.727050781249959e-003	3.605158e+000
2.731933593749959e-003	3.596524e+000
2.736816406249959e-003	3.587597e+000
2.741699218749959e-003	3.578397e+000
2.746582031249959e-003	3.568943e+000
2.751464843749959e-003	3.559256e+000
2.756347656249959e-003	3.549355e+000
2.761230468749959e-003	3.539262e+000
2.766113281249958e-003	3.528997e+000
2.770996093749958e-003	3.518583e+000
2.775878906249958e-003	3.508041e+000
2.780761718749958e-003	3.497393e+000
2.785644531249958e-003	3.486660e+000
2.790527343749958e-003	3.475866e+000
2.795410156249958e-003	3.465031e+000
2.800292968749958e-003	3.454180e+000
2.805175781249958e-003	3.443335e+000
2.810058593749957e-003	3.432518e+000
2.814941406249957e-003	3.421753e+000
2.819824218749957e-003	3.411064e+000
2.824707031249957e-003	3.400474e+000
2.829589843749957e-003	3.390005e+000
2.834472656249957e-003	3.379680e+000
2.839355468749957e-003	3.369523e+000
2.844238281249957e-003	3.359554e+000
2.849121093749957e-003	3.349794e+000
2.854003906249957e-003	3.340265e+000
2.858886718749956e-003	3.330987e+000
2.863769531249956e-003	3.321979e+000
2.868652343749956e-003	3.313261e+000
2.873535156249956e-003	3.304851e+000
2.883300781249956e-003	3.289024e+000
2.893066406249956e-003	3.274633e+000
2.902832031249956e-003	3.261800e+000
2.912597656249955e-003	3.250631e+000
2.922363281249955e-003	3.241223e+000
2.937011718749955e-003	3.230578e+000
2.951660156249954e-003	3.224271e+000
2.966308593749954e-003	3.222419e+000
2.980957031249954e-003	3.225057e+000
2.995605468749954e-003	3.232136e+000
3.010253906249953e-003	3.243519e+000
3.020019531249953e-003	3.253396e+000
3.029785156249953e-003	3.265007e+000
3.039550781249953e-003	3.278254e+000
3.049316406249952e-003	3.293024e+000
3.059082031249952e-003	3.309193e+000
3.063964843749952e-003	3.317759e+000
3.068847656249952e-003	3.326623e+000
3.073730468749952e-003	3.335765e+000
3.078613281249952e-003	3.345165e+000
3.083496093749952e-003	3.354805e+000
3.088378906249952e-003	3.364664e+000
3.093261718749951e-003	3.374721e+000
3.098144531249951e-003	3.384954e+000
3.103027343749951e-003	3.395343e+000
3.107910156249951e-003	3.405865e+000
3.112792968749951e-003	3.416499e+000
3.117675781249951e-003	3.427223e+000
3.122558593749951e-003	3.438014e+000
3.127441406249951e-003	3.448851e+000
3.132324218749951e-003	3.459711e+000
3.137207031249951e-003	3.470571e+000
3.142089843749950e-003	3.481408e+000
3.146972656249950e-003	3.492200e+000
3.151855468749950e-003	3.502922e+000
3.156738281249950e-003	3.513553e+000
3.161621093749950e-003	3.524068e+000
3.166503906249950e-003	3.534445e+000
3.171386718749950e-003	3.544661e+000
3.176269531249950e-003	3.554695e+000
3.181152343749950e-003	3.564525e+000
3.186035156249949e-003	3.574130e+000
3.190917968749949e-003	3.583489e+000
3.195800781249949e-003	3.592583e+000
3.200683593749949e-003	3.601393e+000
3.205566406249949e-003	3.609899e+000
3.210449218749949e-003	3.618084e+000
3.220214843749949e-003	3.633424e+000
3.229980468749949e-003	3.647281e+000
3.239746093749948e-003	3.659540e+000
3.249511718749948e-003	3.670097e+000
3.259277343749948e-003	3.678864e+000
3.273925781249948e-003	3.688498e+000
3.288574218749947e-003	3.693760e+000
3.303222656249947e-003	3.694549e+000
3.317871093749947e-003	3.690852e+000
3.332519531249946e-003	3.682739e+000
3.342285156249946e-003	3.674952e+000
3.352050781249946e-003	3.665336e+000
3.361816406249946e-003	3.653974e+000
3.371582031249946e-003	3.640962e+000
3.381347656249945e-003	3.626410e+000
3.391113281249945e-003	3.610443e+000
3.395996093749945e-003	3.601970e+000
3.400878906249945e-003	3.593195e+000
3.405761718749945e-003	3.584137e+000
3.410644531249945e-003	3.574815e+000
3.415527343749945e-003	3.565248e+000
3.420410156249944e-003	3.555457e+000
3.425292968749944e-003	3.545462e+000
3.430175781249944e-003	3.535285e+000
3.435058593749944e-003	3.524946e+000
3.439941406249944e-003	3.514468e+000
3.444824218749944e-003	3.503872e+000
3.449707031249944e-003	3.493181e+000
3.454589843749944e-003	3.482415e+000
3.459472656249944e-003	3.471598e+000
3.464355468749944e-003	3.460752e+000
3.469238281249943e-003	3.449899e+000
3.474121093749943e-003	3.439063e+000
3.479003906249943e-003	3.428266e+000
3.483886718749943e-003	3.417532e+000
3.488769531249943e-003	3.406885e+000
3.493652343749943e-003	3.396347e+000
3.498535156249943e-003	3.385941e+000
3.503417968749943e-003	3.375691e+000
3.508300781249943e-003	3.365617e+000
3.513183593749943e-003	3.355741e+000
3.518066406249942e-003	3.346085e+000
3.522949218749942e-003	3.336669e+000
3.527832031249942e-003	3.327513e+000
3.532714843749942e-003	3.318637e+000
3.537597656249942e-003	3.310059e+000
3.547363281249942e-003	3.293869e+000
3.557128906249942e-003	3.279080e+000
3.566894531249941e-003	3.265817e+000
3.576660156249941e-003	3.254191e+000
3.586425781249941e-003	3.244302e+000
3.601074218749941e-003	3.232902e+000
3.615722656249940e-003	3.225808e+000
3.630371093749940e-003	3.223155e+000
3.645019531249940e-003	3.224992e+000
3.659667968749939e-003	3.231284e+000
3.674316406249939e-003	3.241912e+000
3.684082031249939e-003	3.251308e+000
3.693847656249939e-003	3.262463e+000
3.703613281249938e-003	3.275282e+000
3.713378906249938e-003	3.289655e+000
3.723144531249938e-003	3.305461e+000
3.728027343749938e-003	3.313860e+000
3.732910156249938e-003	3.322566e+000
3.737792968749938e-003	3.331560e+000
3.742675781249938e-003	3.340824e+000
3.747558593749938e-003	3.350338e+000
3.752441406249937e-003	3.360081e+000
3.757324218749937e-003	3.370033e+000
3.762207031249937e-003	3.380174e+000
3.767089843749937e-003	3.390481e+000
3.771972656249937e-003	3.400933e+000
3.776855468749937e-003	3.411509e+000
3.781738281249937e-003	3.422186e+000
3.786621093749937e-003	3.432943e+000
3.791503906249937e-003	3.443758e+000
3.796386718749936e-003	3.454607e+000
3.801269531249936e-003	3.465468e+000
3.806152343749936e-003	3.476319e+000
3.811035156249936e-003	3.487137e+000
3.815917968749936e-003	3.497898e+000
3.820800781249936e-003	3.508580e+000
3.825683593749936e-003	3.519158e+000
3.830566406249936e-003	3.529610e+000
3.835449218749936e-003	3.539914e+000
3.840332031249936e-003	3.550046e+000
3.845214843749935e-003	3.559986e+000
3.850097656249935e-003	3.569712e+000
3.854980468749935e-003	3.579204e+000
3.859863281249935e-003	3.588440e+000
3.864746093749935e-003	3.597403e+000
3.869628906249935e-003	3.606072e+000
3.874511718749935e-003	3.614429e+000
3.884277343749935e-003	3.630140e+000
3.894042968749934e-003	3.644402e+000
3.903808593749934e-003	3.657095e+000
3.913574218749934e-003	3.668113e+000
3.923339843749934e-003	3.677362e+000
3.937988281249934e-003	3.687754e+000
3.952636718749934e-003	3.693799e+000
3.967285156249933e-003	3.695383e+000
3.981933593749933e-003	3.692477e+000
3.996582031249933e-003	3.685137e+000
4.011230468749932e-003	3.673504e+000
4.020996093749932e-003	3.663470e+000
4.030761718749932e-003	3.651711e+000
4.040527343749932e-003	3.638327e+000
4.050292968749931e-003	3.623431e+000
4.055175781249931e-003	3.615455e+000
4.060058593749931e-003	3.607150e+000
4.064941406249931e-003	3.598533e+000
4.069824218749931e-003	3.589622e+000
4.074707031249931e-003	3.580437e+000
4.079589843749931e-003	3.570997e+000
4.084472656249931e-003	3.561322e+000
4.089355468749931e-003	3.551432e+000
4.094238281249931e-003	3.541348e+000
4.099121093749930e-003	3.531092e+000
4.104003906249930e-003	3.520684e+000
4.108886718749930e-003	3.510148e+000
4.113769531249930e-003	3.499503e+000
4.118652343749930e-003	3.488773e+000
4.123535156249930e-003	3.477980e+000
4.128417968749930e-003	3.467145e+000
4.133300781249930e-003	3.456292e+000
4.138183593749930e-003	3.445443e+000
4.143066406249930e-003	3.434621e+000
4.147949218749929e-003	3.423850e+000
4.152832031249929e-003	3.413153e+000
4.157714843749929e-003	3.402553e+000
4.162597656249929e-003	3.392073e+000
4.167480468749929e-003	3.381735e+000
4.172363281249929e-003	3.371563e+000
4.177246093749929e-003	3.361578e+000
4.182128906249929e-003	3.351801e+000
4.187011718749929e-003	3.342254e+000
4.191894531249928e-003	3.332956e+000
4.196777343749928e-003	3.323927e+000
4.201660156249928e-003	3.315186e+000
4.206542968749928e-003	3.306752e+000
4.216308593749928e-003	3.290875e+000
4.226074218749928e-003	3.276429e+000
4.235839843749928e-003	3.263536e+000
4.245605468749927e-003	3.252306e+000
4.255371093749927e-003	3.242832e+000
4.270019531249927e-003	3.232086e+000
4.284667968749926e-003	3.225673e+000
4.299316406249926e-003	3.223713e+000
4.313964843749926e-003	3.226245e+000
4.328613281249926e-003	3.233219e+000
4.343261718749925e-003	3.244501e+000
4.353027343749925e-003	3.254313e+000
4.362792968749925e-003	3.265863e+000
4.372558593749925e-003	3.279053e+000
4.377441406249925e-003	3.286228e+000
4.387207031249924e-003	3.301662e+000
4.392089843749924e-003	3.309889e+000
4.396972656249924e-003	3.318432e+000
4.401855468749924e-003	3.327274e+000
4.406738281249924e-003	3.336396e+000
4.411621093749924e-003	3.345777e+000
4.416503906249924e-003	3.355400e+000
4.421386718749924e-003	3.365242e+000
4.426269531249923e-003	3.375284e+000
4.431152343749923e-003	3.385504e+000
4.436035156249923e-003	3.395880e+000
4.440917968749923e-003	3.406392e+000
4.445800781249923e-003	3.417017e+000
4.450683593749923e-003	3.427733e+000
4.455566406249923e-003	3.438519e+000
4.460449218749923e-003	3.449351e+000
4.465332031249923e-003	3.460208e+000
4.470214843749923e-003	3.471067e+000
4.475097656249922e-003	3.481905e+000
4.479980468749922e-003	3.492698e+000
4.484863281249922e-003	3.503424e+000
4.489746093749922e-003	3.514059e+000
4.494628906249922e-003	3.524580e+000
4.499511718749922e-003	3.534965e+000
4.504394531249922e-003	3.545190e+000
4.509277343749922e-003	3.555235e+000
4.514160156249922e-003	3.565076e+000
4.519042968749922e-003	3.574695e+000
4.523925781249921e-003	3.584069e+000
4.528808593749921e-003	3.593179e+000
4.533691406249921e-003	3.602005e+000
4.538574218749921e-003	3.610530e+000
4.543457031249921e-003	3.618735e+000
4.553222656249921e-003	3.634117e+000
4.562988281249921e-003	3.648021e+000
4.572753906249920e-003	3.660331e+000
4.582519531249920e-003	3.670942e+000
4.592285156249920e-003	3.679765e+000
4.606933593749920e-003	3.689488e+000
4.621582031249919e-003	3.694842e+000
4.636230468749919e-003	3.695724e+000
4.650878906249919e-003	3.692120e+000
4.665527343749918e-003	3.684098e+000
4.675292968749918e-003	3.676368e+000
4.685058593749918e-003	3.666808e+000
4.694824218749918e-003	3.655498e+000
4.704589843749918e-003	3.642534e+000
4.714355468749917e-003	3.628028e+000
4.724121093749917e-003	3.612102e+000
4.729003906249917e-003	3.603648e+000
4.733886718749917e-003	3.594890e+000
4.738769531249917e-003	3.585848e+000
4.743652343749917e-003	3.576541e+000
4.748535156249917e-003	3.566988e+000
4.753417968749917e-003	3.557209e+000
4.758300781249916e-003	3.547225e+000
4.763183593749916e-003	3.537057e+000
4.768066406249916e-003	3.526726e+000
4.772949218749916e-003	3.516255e+000
4.777832031249916e-003	3.505664e+000
4.782714843749916e-003	3.494976e+000
4.787597656249916e-003	3.484213e+000
4.792480468749916e-003	3.473397e+000
4.797363281249916e-003	3.462550e+000
4.800000000000000e-003	3.456686e+000
